Order_ID,Date,City,Vehicle_Type,Condition,Distance_km,Estimated_Time_min,Actual_Time_min,Delivery_Cost,Customer_Rating,Delay,Delivery_Status,Month,Weekday
ORD11064,29-01-2026,Bangalore,Bicycle,Clear,7.1,38,43,71,5,5,Late,1,Thursday
ORD11065,24-02-2026,Delhi,Ev Scooter,Rain,14.4,67,98,194,1,31,Late,2,Tuesday
ORD11066,24-02-2026,Bangalore,Bicycle,Rain,4.6,28,23,46,5,-5,Early,2,Tuesday
ORD11067,24-02-2026,Bangalore,Bicycle,Rain,1.2,14,22,12,5,8,Late,2,Tuesday
ORD11068,24-02-2026,Bangalore,Bicycle,Clear,8.9,45,63,139,1,18,Late,2,Tuesday
ORD11069,24-02-2026,Delhi,Ev Scooter,Traffic,12.4,59,88,174,1,29,Late,2,Tuesday
ORD11070,24-02-2026,Mumbai,Bicycle,Traffic,13.5,64,91,185,2.836847947,27,Late,2,Tuesday
ORD11071,19-12-2025,Delhi,Ev Scooter,Rain,8.5,44,84,135,2,40,Late,12,Friday
ORD11072,26-01-2026,Delhi,Ev Scooter,Rain,5.3,31,54,103,1,23,Late,1,Monday
ORD11073,26-01-2026,Bangalore,Ev Scooter,Rain,7.9,25,50,88,1,25,Late,1,Monday
ORD11074,22-12-2025,Mumbai,Ev Scooter,Traffic,13.1,62,83,181,2,21,Late,12,Monday
ORD11075,22-12-2025,Bangalore,Ev Scooter,Clear,3.3,23,24,33,5,1,Late,12,Monday
ORD11076,19-10-2025,Bangalore,Bicycle,Rain,7.7,40,38,77,5,-2,Early,10,Sunday
ORD11077,19-10-2025,Bangalore,Ev Scooter,Traffic,7.9,66,90,192,2,24,Late,10,Sunday
ORD11078,19-10-2025,Bangalore,Ev Scooter,Rain,12.9,61,86,179,1,25,Late,10,Sunday
ORD11079,10-09-2025,Delhi,Ev Scooter,Rain,6.2,34,67,112,1,33,Late,9,Wednesday
ORD11080,19-02-2026,Bangalore,Ev Scooter,Clear,7.9,42,46,80,5,4,Late,2,Thursday
ORD11081,19-02-2026,Mumbai,Ev Scooter,Rain,7.9,65,86,188,1,21,Late,2,Thursday
ORD11082,28-10-2025,Bangalore,Ev Scooter,Traffic,7.5,40,48,75,4,8,Late,10,Tuesday
ORD11083,28-10-2025,Mumbai,Petrol Bike,Rain,5.5,32,38,55,4,6,Late,10,Tuesday
ORD11084,25-01-2026,Bangalore,Bicycle,Rain,12.3,59,78,173,1,19,Late,1,Sunday
ORD11085,05-02-2026,Bangalore,Petrol Bike,Rain,11.2,54,78,162,2,24,Late,2,Thursday
ORD11086,05-02-2026,Bangalore,Bicycle,Clear,11.5,56,83,165,2.836847947,27,Late,2,Thursday
ORD11087,31-10-2025,Bangalore,Ev Scooter,Traffic,7.8,41,47,78,5,6,Late,10,Friday
ORD11088,07-02-2026,Mumbai,Ev Scooter,Rain,10.2,50,86,152,1,36,Late,2,Saturday
ORD11089,07-02-2026,Mumbai,Bicycle,Clear,7.9,51,76,154,2,25,Late,2,Saturday
ORD11090,18-01-2026,Bangalore,Petrol Bike,Clear,2.7,20,24,27,5,4,Late,1,Sunday
ORD11091,18-01-2026,Mumbai,Ev Scooter,Traffic,12.5,60,81,175,1,21,Late,1,Sunday
ORD11092,18-01-2026,Bangalore,Bicycle,Clear,12.2,58,84,172,1,26,Late,1,Sunday
ORD11093,18-01-2026,Delhi,Bicycle,Rain,12.8,61,80,178,2,19,Late,1,Sunday
ORD11094,12-12-2025,Mumbai,Petrol Bike,Traffic,7.6,40,39,76,4,-1,Early,12,Friday
ORD11095,19-11-2025,Delhi,Bicycle,Clear,1.8,17,25,18,4,8,Late,11,Wednesday
ORD11096,19-11-2025,Bangalore,Bicycle,Traffic,6.5,36,37,65,4,1,Late,11,Wednesday
ORD11097,12-12-2025,Delhi,Bicycle,Rain,3.9,25,24,39,4,-1,Early,12,Friday
ORD11098,13-01-2026,Delhi,Bicycle,Traffic,4.3,27,36,43,5,9,Late,1,Tuesday
ORD11099,13-01-2026,Bangalore,Petrol Bike,Rain,2.6,20,29,26,5,9,Late,1,Tuesday
ORD11100,27-09-2025,Delhi,Bicycle,Rain,4.4,27,37,44,2.836847947,10,Late,9,Saturday
ORD11101,27-09-2025,Delhi,Petrol Bike,Rain,10,50,75,150,2.836847947,25,Late,9,Saturday
ORD11102,03-01-2026,Mumbai,Ev Scooter,Traffic,10.3,51,69,153,2,18,Late,1,Saturday
ORD11103,03-01-2026,Delhi,Bicycle,Traffic,1.6,16,14,16,4,-2,Early,1,Saturday
ORD11104,03-01-2026,Delhi,Bicycle,Traffic,12.4,59,75,174,2,16,Late,1,Saturday
ORD11105,03-01-2026,Delhi,Bicycle,Traffic,10.4,51,66,104,2.836847947,15,Late,1,Saturday
ORD11106,03-01-2026,Delhi,Petrol Bike,Rain,7.9,60,86,175,2,26,Late,1,Saturday
ORD11107,03-01-2026,Delhi,Petrol Bike,Rain,3.9,25,30,39,4,5,Late,1,Saturday
ORD11108,03-01-2026,Mumbai,Bicycle,Rain,5.4,31,35,54,5,4,Late,1,Saturday
ORD11109,03-01-2026,Bangalore,Petrol Bike,Traffic,5.9,33,42,59,4,9,Late,1,Saturday
ORD11110,03-01-2026,Mumbai,Bicycle,Rain,11.6,56,76,166,2.836847947,20,Late,1,Saturday
ORD11111,03-01-2026,Bangalore,Ev Scooter,Rain,8.5,44,76,135,2,32,Late,1,Saturday
ORD11112,03-01-2026,Mumbai,Ev Scooter,Rain,8.7,44,85,137,1,41,Late,1,Saturday
ORD11113,03-01-2026,Mumbai,Bicycle,Rain,3,22,26,30,5,4,Late,1,Saturday
ORD11114,03-01-2026,Bangalore,Petrol Bike,Rain,12.9,61,88,179,2,27,Late,1,Saturday
ORD11115,03-01-2026,Bangalore,Petrol Bike,Rain,6.1,34,36,61,4,2,Late,1,Saturday
ORD11116,27-02-2026,Mumbai,Bicycle,Rain,2.4,19,29,24,4,10,Late,2,Friday
ORD11117,27-02-2026,Delhi,Ev Scooter,Traffic,4.8,29,25,48,2.836847947,-4,Early,2,Friday
ORD11118,27-02-2026,Mumbai,Bicycle,Clear,13.5,64,94,185,2.836847947,30,Late,2,Friday
ORD11119,24-01-2026,Delhi,Ev Scooter,Traffic,7,38,37,70,5,-1,Early,1,Saturday
ORD11120,24-01-2026,Mumbai,Bicycle,Traffic,3,22,27,30,4,5,Late,1,Saturday
ORD11121,24-01-2026,Bangalore,Bicycle,Clear,7.9,43,63,134,1,20,Late,1,Saturday
ORD11122,24-01-2026,Bangalore,Ev Scooter,Clear,14.2,66,93,192,2,27,Late,1,Saturday
ORD11123,24-01-2026,Bangalore,Bicycle,Traffic,13.3,63,93,183,1,30,Late,1,Saturday
ORD11124,10-02-2026,Mumbai,Ev Scooter,Rain,7.9,15,54,63,2.836847947,39,Late,2,Tuesday
ORD11125,14-01-2026,Bangalore,Petrol Bike,Rain,1.4,15,21,14,4,6,Late,1,Wednesday
ORD11126,16-01-2026,Bangalore,Ev Scooter,Rain,9.4,47,85,144,1,38,Late,1,Friday
ORD11127,23-12-2025,Bangalore,Bicycle,Clear,12.3,59,83,173,1,24,Late,12,Tuesday
ORD11128,23-12-2025,Mumbai,Ev Scooter,Rain,14.1,66,107,191,2,41,Late,12,Tuesday
ORD11129,23-12-2025,Bangalore,Ev Scooter,Rain,14.4,67,102,194,2.836847947,35,Late,12,Tuesday
ORD11130,23-12-2025,Delhi,Bicycle,Clear,12.9,61,78,179,2,17,Late,12,Tuesday
ORD11131,23-12-2025,Mumbai,Ev Scooter,Rain,14.2,66,99,192,2.836847947,33,Late,12,Tuesday
ORD11132,23-12-2025,Mumbai,Petrol Bike,Traffic,14.9,69,93,199,1,24,Late,12,Tuesday
ORD11133,23-12-2025,Mumbai,Bicycle,Rain,10,50,66,150,2,16,Late,12,Tuesday
ORD11134,16-01-2026,Delhi,Bicycle,Traffic,11.3,55,75,163,1,20,Late,1,Friday
ORD11135,16-01-2026,Delhi,Petrol Bike,Clear,11,54,84,160,2.836847947,30,Late,1,Friday
ORD11136,24-02-2026,Bangalore,Ev Scooter,Rain,10.2,50,80,152,1,30,Late,2,Tuesday
ORD11137,12-09-2025,Mumbai,Ev Scooter,Rain,13.3,63,96,183,2,33,Late,9,Friday
ORD11138,12-09-2025,Bangalore,Petrol Bike,Traffic,6.3,35,36,63,4,1,Late,9,Friday
ORD11139,12-09-2025,Bangalore,Bicycle,Rain,2,18,16,20,2.836847947,-2,Early,9,Friday
ORD11140,12-09-2025,Bangalore,Bicycle,Traffic,5,30,34,50,4,4,Late,9,Friday
ORD11141,12-09-2025,Mumbai,Petrol Bike,Rain,2.8,21,17,28,2.836847947,-4,Early,9,Friday
ORD11142,12-09-2025,Delhi,Ev Scooter,Rain,7.1,38,69,121,1,31,Late,9,Friday
ORD11143,12-09-2025,Delhi,Petrol Bike,Clear,9,46,65,140,1,19,Late,9,Friday
ORD11144,12-02-2026,Mumbai,Ev Scooter,Rain,8.1,42,69,131,2.836847947,27,Late,2,Thursday
ORD11145,12-02-2026,Bangalore,Bicycle,Rain,7.9,22,27,30,5,5,Late,2,Thursday
ORD11146,12-02-2026,Bangalore,Petrol Bike,Clear,3,22,20,30,4,-2,Early,2,Thursday
ORD11147,24-01-2026,Bangalore,Bicycle,Clear,8.9,45,63,139,2,18,Late,1,Saturday
ORD11148,24-01-2026,Mumbai,Petrol Bike,Rain,10.6,52,75,156,2,23,Late,1,Saturday
ORD11149,24-01-2026,Bangalore,Ev Scooter,Rain,5,30,73,100,2,43,Late,1,Saturday
ORD11150,24-01-2026,Bangalore,Ev Scooter,Clear,7.4,39,41,74,5,2,Late,1,Saturday
ORD11151,24-01-2026,Mumbai,Petrol Bike,Traffic,7.5,40,45,75,4,5,Late,1,Saturday
ORD11152,24-01-2026,Delhi,Bicycle,Rain,13.6,64,92,186,2,28,Late,1,Saturday
ORD11153,24-01-2026,Delhi,Bicycle,Traffic,1.7,16,17,17,5,1,Late,1,Saturday
ORD11154,23-12-2025,Bangalore,Petrol Bike,Rain,4.8,29,28,48,4,-1,Early,12,Tuesday
ORD11155,23-12-2025,Bangalore,Petrol Bike,Rain,9.5,48,64,145,2.836847947,16,Late,12,Tuesday
ORD11156,23-12-2025,Bangalore,Petrol Bike,Rain,3.8,25,24,38,4,-1,Early,12,Tuesday
ORD11157,23-12-2025,Mumbai,Petrol Bike,Rain,10.9,53,77,159,1,24,Late,12,Tuesday
ORD11158,16-12-2025,Mumbai,Petrol Bike,Rain,8.9,45,75,139,1,30,Late,12,Tuesday
ORD11159,16-12-2025,Bangalore,Ev Scooter,Rain,13.3,63,98,183,1,35,Late,12,Tuesday
ORD11160,16-12-2025,Mumbai,Bicycle,Rain,7.3,39,34,73,5,-5,Early,12,Tuesday
ORD11161,04-12-2025,Bangalore,Bicycle,Rain,10.5,52,71,155,1,19,Late,12,Thursday
ORD11162,04-12-2025,Delhi,Petrol Bike,Clear,9.7,48,76,147,2,28,Late,12,Thursday
ORD11163,04-12-2025,Bangalore,Petrol Bike,Rain,13.7,64,80,187,2,16,Late,12,Thursday
ORD11164,11-09-2025,Delhi,Bicycle,Traffic,7.9,50,75,152,1,25,Late,9,Thursday
ORD11165,07-12-2025,Mumbai,Petrol Bike,Traffic,1.5,16,19,15,5,3,Late,12,Sunday
ORD11166,07-12-2025,Mumbai,Ev Scooter,Traffic,4.9,29,26,49,4,-3,Early,12,Sunday
ORD11167,07-12-2025,Bangalore,Ev Scooter,Clear,4.4,27,27,44,4,0,On-Time,12,Sunday
ORD11168,07-12-2025,Delhi,Petrol Bike,Clear,3.2,22,31,32,4,9,Late,12,Sunday
ORD11169,06-10-2025,Delhi,Ev Scooter,Rain,2.3,19,63,73,1,44,Late,10,Monday
ORD11170,06-10-2025,Mumbai,Ev Scooter,Traffic,12.4,59,89,174,2,30,Late,10,Monday
ORD11171,06-10-2025,Mumbai,Ev Scooter,Clear,3.5,24,25,35,4,1,Late,10,Monday
ORD11172,20-09-2025,Delhi,Petrol Bike,Rain,3.3,23,27,33,5,4,Late,9,Saturday
ORD11173,20-09-2025,Mumbai,Ev Scooter,Rain,4.9,29,54,99,2,25,Late,9,Saturday
ORD11174,20-12-2025,Delhi,Bicycle,Traffic,1.2,14,11,12,5,-3,Early,12,Saturday
ORD11175,20-12-2025,Delhi,Petrol Bike,Traffic,6,34,44,60,5,10,Late,12,Saturday
ORD11176,19-10-2025,Bangalore,Ev Scooter,Rain,6.7,36,70,117,2,34,Late,10,Sunday
ORD11177,25-12-2025,Delhi,Petrol Bike,Traffic,7.9,67,86,193,1,19,Late,12,Thursday
ORD11178,25-12-2025,Bangalore,Bicycle,Rain,4,26,21,40,5,-5,Early,12,Thursday
ORD11179,25-12-2025,Delhi,Bicycle,Rain,4.2,26,36,42,5,10,Late,12,Thursday
ORD11180,18-02-2026,Bangalore,Ev Scooter,Rain,10.9,53,92,159,2,39,Late,2,Wednesday
ORD11181,18-02-2026,Delhi,Ev Scooter,Rain,9.8,49,90,148,1,41,Late,2,Wednesday
ORD11182,18-02-2026,Delhi,Ev Scooter,Rain,8.9,45,80,139,2,35,Late,2,Wednesday
ORD11183,24-02-2026,Delhi,Petrol Bike,Traffic,12,58,83,170,1,25,Late,2,Tuesday
ORD11184,24-02-2026,Bangalore,Bicycle,Rain,12.4,59,81,174,1,22,Late,2,Tuesday
ORD11185,24-02-2026,Mumbai,Petrol Bike,Clear,8.4,43,72,134,2.836847947,29,Late,2,Tuesday
ORD11186,24-02-2026,Bangalore,Bicycle,Rain,6.1,34,30,61,4,-4,Early,2,Tuesday
ORD11187,24-02-2026,Delhi,Petrol Bike,Rain,7.8,41,46,78,4,5,Late,2,Tuesday
ORD11188,01-10-2025,Bangalore,Bicycle,Rain,8.3,43,67,133,1,24,Late,10,Wednesday
ORD11189,15-11-2025,Delhi,Bicycle,Traffic,2.1,18,27,21,5,9,Late,11,Saturday
ORD11190,15-11-2025,Bangalore,Ev Scooter,Rain,7.4,39,65,124,1,26,Late,11,Saturday
ORD11191,05-09-2025,Delhi,Petrol Bike,Traffic,6.2,34,39,62,4,5,Late,9,Friday
ORD11192,11-12-2025,Mumbai,Ev Scooter,Rain,5.5,32,76,105,1,44,Late,12,Thursday
ORD11193,06-01-2026,Bangalore,Ev Scooter,Rain,2.4,19,44,74,2,25,Late,1,Tuesday
ORD11194,06-01-2026,Bangalore,Petrol Bike,Traffic,8.6,44,72,136,1,28,Late,1,Tuesday
ORD11195,06-01-2026,Bangalore,Petrol Bike,Rain,7.9,27,22,43,4,-5,Early,1,Tuesday
ORD11196,06-01-2026,Delhi,Ev Scooter,Rain,5.5,32,76,105,2,44,Late,1,Tuesday
ORD11197,06-01-2026,Bangalore,Ev Scooter,Rain,9.3,47,73,143,2,26,Late,1,Tuesday
ORD11198,06-01-2026,Delhi,Ev Scooter,Traffic,4,26,21,40,5,-5,Early,1,Tuesday
ORD11199,09-12-2025,Bangalore,Bicycle,Rain,5.7,32,37,57,5,5,Late,12,Tuesday
ORD11200,09-12-2025,Delhi,Petrol Bike,Rain,3.6,24,20,36,4,-4,Early,12,Tuesday
ORD11201,09-12-2025,Delhi,Ev Scooter,Rain,7.9,34,55,111,2,21,Late,12,Tuesday
ORD11202,04-09-2025,Bangalore,Petrol Bike,Rain,8,42,49,80,5,7,Late,9,Thursday
ORD11203,04-09-2025,Mumbai,Petrol Bike,Rain,2.1,18,16,21,4,-2,Early,9,Thursday
ORD11204,04-09-2025,Mumbai,Bicycle,Rain,2.4,19,25,24,5,6,Late,9,Thursday
ORD11205,04-09-2025,Bangalore,Petrol Bike,Clear,13.6,64,88,186,1,24,Late,9,Thursday
ORD11206,04-09-2025,Mumbai,Ev Scooter,Clear,2.6,20,22,26,5,2,Late,9,Thursday
ORD11207,01-01-2026,Delhi,Ev Scooter,Rain,1.9,17,58,69,2,41,Late,1,Thursday
ORD11208,01-01-2026,Bangalore,Bicycle,Clear,7.9,67,90,194,1,23,Late,1,Thursday
ORD11209,01-01-2026,Bangalore,Ev Scooter,Traffic,12.3,59,75,173,2,16,Late,1,Thursday
ORD11210,01-01-2026,Delhi,Ev Scooter,Rain,6.1,34,73,111,1,39,Late,1,Thursday
ORD11211,01-01-2026,Bangalore,Bicycle,Rain,6.7,36,43,67,5,7,Late,1,Thursday
ORD11212,01-01-2026,Mumbai,Petrol Bike,Traffic,2.2,18,21,22,5,3,Late,1,Thursday
ORD11213,01-01-2026,Bangalore,Ev Scooter,Rain,8.1,42,82,131,1,40,Late,1,Thursday
ORD11214,01-01-2026,Mumbai,Ev Scooter,Traffic,13.3,63,79,183,2,16,Late,1,Thursday
ORD11215,01-01-2026,Delhi,Bicycle,Rain,7.8,41,46,78,5,5,Late,1,Thursday
ORD11216,01-01-2026,Delhi,Petrol Bike,Clear,4.2,26,35,42,4,9,Late,1,Thursday
ORD11217,01-01-2026,Mumbai,Ev Scooter,Clear,10.7,52,76,157,1,24,Late,1,Thursday
ORD11218,19-10-2025,Bangalore,Petrol Bike,Clear,3.9,25,22,39,4,-3,Early,10,Sunday
ORD11219,13-12-2025,Mumbai,Petrol Bike,Rain,6.4,35,36,64,5,1,Late,12,Saturday
ORD11220,13-12-2025,Bangalore,Petrol Bike,Rain,5.9,33,36,59,5,3,Late,12,Saturday
ORD11221,13-12-2025,Mumbai,Petrol Bike,Traffic,14.9,69,96,199,1,27,Late,12,Saturday
ORD11222,22-09-2025,Delhi,Bicycle,Clear,7.4,39,44,74,4,5,Late,9,Monday
ORD11223,22-09-2025,Bangalore,Bicycle,Traffic,2.3,19,18,23,4,-1,Early,9,Monday
ORD11224,07-01-2026,Bangalore,Bicycle,Traffic,12.2,58,74,172,2,16,Late,1,Wednesday
ORD11225,12-10-2025,Mumbai,Petrol Bike,Traffic,7.9,20,19,25,5,-1,Early,10,Sunday
ORD11226,12-10-2025,Delhi,Petrol Bike,Clear,5.2,30,32,52,5,2,Late,10,Sunday
ORD11227,12-10-2025,Bangalore,Ev Scooter,Rain,2.9,21,64,79,1,43,Late,10,Sunday
ORD11228,12-10-2025,Delhi,Bicycle,Rain,9.9,49,67,149,2,18,Late,10,Sunday
ORD11229,17-09-2025,Delhi,Petrol Bike,Traffic,6.6,36,38,66,2.836847947,2,Late,9,Wednesday
ORD11230,17-09-2025,Mumbai,Bicycle,Rain,8.8,45,75,138,1,30,Late,9,Wednesday
ORD11231,11-09-2025,Bangalore,Petrol Bike,Rain,11.5,56,63,165,1,7,Late,9,Thursday
ORD11232,11-09-2025,Bangalore,Ev Scooter,Rain,13.9,65,100,189,2,35,Late,9,Thursday
ORD11233,11-09-2025,Delhi,Bicycle,Clear,3,22,21,30,4,-1,Early,9,Thursday
ORD11234,11-09-2025,Bangalore,Bicycle,Traffic,12.8,61,87,178,2.836847947,26,Late,9,Thursday
ORD11235,11-09-2025,Bangalore,Ev Scooter,Rain,6.5,36,75,115,1,39,Late,9,Thursday
ORD11236,11-09-2025,Delhi,Bicycle,Rain,4.4,27,31,44,4,4,Late,9,Thursday
ORD11237,11-09-2025,Bangalore,Bicycle,Clear,6.2,34,41,62,5,7,Late,9,Thursday
ORD11238,11-09-2025,Delhi,Petrol Bike,Traffic,6.4,35,34,64,5,-1,Early,9,Thursday
ORD11239,11-09-2025,Bangalore,Bicycle,Rain,14.1,66,90,191,2,24,Late,9,Thursday
ORD11240,11-09-2025,Bangalore,Petrol Bike,Traffic,4.9,29,37,49,4,8,Late,9,Thursday
ORD11241,11-09-2025,Bangalore,Bicycle,Rain,3.9,25,34,39,5,9,Late,9,Thursday
ORD11242,11-09-2025,Bangalore,Bicycle,Traffic,6.2,34,41,62,5,7,Late,9,Thursday
ORD11243,03-02-2026,Bangalore,Petrol Bike,Traffic,1,14,15,10,5,1,Late,2,Tuesday
ORD11244,03-02-2026,Mumbai,Bicycle,Traffic,3.8,25,21,38,5,-4,Early,2,Tuesday
ORD11245,03-02-2026,Bangalore,Ev Scooter,Clear,6.1,34,30,61,4,-4,Early,2,Tuesday
ORD11246,03-02-2026,Delhi,Petrol Bike,Rain,1.6,16,63,66,2,44,Late,2,Tuesday
ORD11247,03-02-2026,Mumbai,Petrol Bike,Rain,12.8,61,80,178,1,19,Late,2,Tuesday
ORD11248,08-12-2025,Mumbai,Ev Scooter,Rain,2.3,19,62,73,2,43,Late,12,Monday
ORD11249,14-12-2025,Mumbai,Bicycle,Rain,13.5,64,86,185,2,22,Late,12,Sunday
ORD11250,14-12-2025,Bangalore,Ev Scooter,Clear,6.7,36,45,67,5,9,Late,12,Sunday
ORD11251,14-12-2025,Bangalore,Ev Scooter,Traffic,7.1,38,43,71,5,5,Late,12,Sunday
ORD11252,05-12-2025,Bangalore,Bicycle,Traffic,3.4,23,30,34,5,7,Late,12,Friday
ORD11253,05-12-2025,Mumbai,Ev Scooter,Rain,10,50,72,150,2,22,Late,12,Friday
ORD11254,05-12-2025,Delhi,Petrol Bike,Traffic,2.3,19,22,23,5,3,Late,12,Friday
ORD11255,05-12-2025,Mumbai,Bicycle,Rain,12.8,61,88,178,1,27,Late,12,Friday
ORD11256,05-12-2025,Bangalore,Petrol Bike,Clear,8.4,43,66,134,2,23,Late,12,Friday
ORD11257,05-12-2025,Bangalore,Bicycle,Clear,4.2,26,23,42,4,-3,Early,12,Friday
ORD11258,05-12-2025,Bangalore,Ev Scooter,Rain,9.4,47,69,144,1,22,Late,12,Friday
ORD11259,05-12-2025,Delhi,Ev Scooter,Rain,8.5,44,69,135,1,25,Late,12,Friday
ORD11260,05-12-2025,Bangalore,Petrol Bike,Rain,3.3,23,33,33,5,10,Late,12,Friday
ORD11261,05-12-2025,Delhi,Ev Scooter,Rain,3.3,23,62,83,2,39,Late,12,Friday
ORD11262,05-12-2025,Delhi,Petrol Bike,Traffic,13.4,63,92,184,2,29,Late,12,Friday
ORD11263,05-12-2025,Mumbai,Petrol Bike,Rain,8,42,52,80,4,10,Late,12,Friday
ORD11264,16-11-2025,Mumbai,Petrol Bike,Traffic,5.2,30,25,52,4,-5,Early,11,Sunday
ORD11265,16-11-2025,Mumbai,Bicycle,Rain,10.1,50,74,151,1,24,Late,11,Sunday
ORD11266,16-11-2025,Mumbai,Petrol Bike,Rain,7.5,40,48,75,4,8,Late,11,Sunday
ORD11267,16-11-2025,Bangalore,Petrol Bike,Traffic,13.4,63,91,184,2.836847947,28,Late,11,Sunday
ORD11268,01-01-2026,Bangalore,Ev Scooter,Rain,13.9,65,63,189,2.836847947,-2,Early,1,Thursday
ORD11269,01-01-2026,Bangalore,Petrol Bike,Traffic,5.7,32,41,57,2.836847947,9,Late,1,Thursday
ORD11270,01-01-2026,Delhi,Petrol Bike,Traffic,11.7,56,72,167,1,16,Late,1,Thursday
ORD11271,01-01-2026,Delhi,Petrol Bike,Rain,7.9,22,23,30,5,1,Late,1,Thursday
ORD11272,01-01-2026,Bangalore,Petrol Bike,Rain,6.8,37,36,68,2.836847947,-1,Early,1,Thursday
ORD11273,10-09-2025,Mumbai,Ev Scooter,Rain,7.6,40,65,126,1,25,Late,9,Wednesday
ORD11274,10-09-2025,Bangalore,Petrol Bike,Rain,9.1,46,71,141,1,25,Late,9,Wednesday
ORD11275,10-09-2025,Bangalore,Bicycle,Rain,4.2,26,21,42,5,-5,Early,9,Wednesday
ORD11276,13-12-2025,Mumbai,Petrol Bike,Rain,2.5,20,19,25,4,-1,Early,12,Saturday
ORD11277,13-12-2025,Delhi,Bicycle,Rain,6.8,37,44,68,4,7,Late,12,Saturday
ORD11278,17-02-2026,Bangalore,Ev Scooter,Traffic,6.7,36,44,67,4,8,Late,2,Tuesday
ORD11279,18-11-2025,Mumbai,Petrol Bike,Rain,6.7,36,38,67,4,2,Late,11,Tuesday
ORD11280,18-11-2025,Bangalore,Ev Scooter,Clear,2.2,18,13,22,4,-5,Early,11,Tuesday
ORD11281,18-11-2025,Bangalore,Ev Scooter,Traffic,3.5,24,23,35,5,-1,Early,11,Tuesday
ORD11282,18-11-2025,Bangalore,Ev Scooter,Clear,14.9,69,86,199,1,17,Late,11,Tuesday
ORD11283,04-01-2026,Mumbai,Petrol Bike,Clear,12.6,60,84,176,2,24,Late,1,Sunday
ORD11284,10-01-2026,Mumbai,Ev Scooter,Rain,1.4,15,45,64,2,30,Late,1,Saturday
ORD11285,10-01-2026,Delhi,Petrol Bike,Traffic,12.3,59,81,173,2,22,Late,1,Saturday
ORD11286,28-02-2026,Bangalore,Ev Scooter,Clear,3.1,22,31,31,5,9,Late,2,Saturday
ORD11287,27-01-2026,Mumbai,Petrol Bike,Traffic,2.7,20,24,27,5,4,Late,1,Tuesday
ORD11288,10-12-2025,Bangalore,Ev Scooter,Clear,12.8,61,84,178,2,23,Late,12,Wednesday
ORD11289,10-12-2025,Mumbai,Ev Scooter,Rain,11.4,55,97,164,2.836847947,42,Late,12,Wednesday
ORD11290,10-12-2025,Mumbai,Petrol Bike,Rain,1.6,16,15,16,5,-1,Early,12,Wednesday
ORD11291,16-12-2025,Bangalore,Bicycle,Rain,11,54,80,160,1,26,Late,12,Tuesday
ORD11292,16-12-2025,Delhi,Bicycle,Rain,8.4,43,64,134,1,21,Late,12,Tuesday
ORD11293,19-01-2026,Delhi,Petrol Bike,Clear,5,30,25,50,4,-5,Early,1,Monday
ORD11294,19-01-2026,Mumbai,Bicycle,Rain,13.9,65,87,189,1,22,Late,1,Monday
ORD11295,27-01-2026,Bangalore,Ev Scooter,Rain,1.6,16,50,66,1,34,Late,1,Tuesday
ORD11296,27-01-2026,Mumbai,Petrol Bike,Clear,8,42,46,80,5,4,Late,1,Tuesday
ORD11297,27-01-2026,Delhi,Ev Scooter,Rain,14,66,98,190,2.836847947,32,Late,1,Tuesday
ORD11298,27-01-2026,Mumbai,Ev Scooter,Clear,2.8,21,24,28,5,3,Late,1,Tuesday
ORD11299,27-01-2026,Bangalore,Ev Scooter,Rain,5.3,31,68,103,1,37,Late,1,Tuesday
ORD11300,27-01-2026,Bangalore,Petrol Bike,Rain,2.6,20,29,26,5,9,Late,1,Tuesday
ORD11301,05-02-2026,Bangalore,Petrol Bike,Clear,5.9,33,40,59,5,7,Late,2,Thursday
ORD11302,05-02-2026,Delhi,Ev Scooter,Clear,3.3,23,28,33,4,5,Late,2,Thursday
ORD11303,05-02-2026,Bangalore,Petrol Bike,Traffic,2.4,19,26,24,5,7,Late,2,Thursday
ORD11304,05-02-2026,Delhi,Ev Scooter,Traffic,7.9,45,74,138,1,29,Late,2,Thursday
ORD11305,19-10-2025,Bangalore,Ev Scooter,Rain,10.1,50,83,151,2,33,Late,10,Sunday
ORD11306,19-10-2025,Mumbai,Ev Scooter,Rain,7.6,40,77,126,2,37,Late,10,Sunday
ORD11307,19-10-2025,Bangalore,Bicycle,Traffic,5.1,30,28,51,4,-2,Early,10,Sunday
ORD11308,10-10-2025,Delhi,Petrol Bike,Clear,7.9,68,94,197,2,26,Late,10,Friday
ORD11309,10-10-2025,Delhi,Ev Scooter,Rain,14,66,105,190,2.836847947,39,Late,10,Friday
ORD11310,10-10-2025,Bangalore,Ev Scooter,Rain,9.2,46,68,142,1,22,Late,10,Friday
ORD11311,10-10-2025,Mumbai,Petrol Bike,Rain,2.4,19,26,24,2.836847947,7,Late,10,Friday
ORD11312,14-09-2025,Bangalore,Bicycle,Clear,2.5,20,30,25,5,10,Late,9,Sunday
ORD11313,14-09-2025,Delhi,Ev Scooter,Clear,7.9,32,32,57,4,0,On-Time,9,Sunday
ORD11314,14-09-2025,Bangalore,Ev Scooter,Rain,14.9,69,89,199,1,20,Late,9,Sunday
ORD11315,20-12-2025,Delhi,Petrol Bike,Rain,12.6,60,84,176,2,24,Late,12,Saturday
ORD11316,20-12-2025,Bangalore,Bicycle,Traffic,4.6,28,63,96,1,35,Late,12,Saturday
